source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,candidate_label,actual_rating,predicted_rating,absolute_error,squared_error
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_02,P007,C,0.0,35.31082499412733,35.31082499412733,1246.8543617658875
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_02,P007,D,73.0,69.96748922447749,3.0325107755225105,9.196121603660139
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_02,P007,E,19.0,55.26323807426418,36.26323807426418,1315.0224356307633
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_03,P007,A,81.0,61.394104963248495,19.605895036751505,384.3911201921173
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_03,P007,B,58.0,64.22116320225503,6.221163202255028,38.70287158909203
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_03,P007,C,100.0,45.135165465892776,54.864834534107224,3010.1500684549646
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_03,P007,D,2.0,26.65584170899335,24.65584170899335,607.9105303789361
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_03,P007,E,22.0,48.319269893853246,26.319269893853246,692.7039677454899
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_04,P007,A,0.0,15.145102062332963,15.145102062332963,229.37411647848216
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_04,P007,B,53.0,61.82204516311838,8.822045163118382,77.82848086010044
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_04,P007,C,0.0,37.50613483987686,37.50613483987686,1406.7101506270246
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_04,P007,D,79.0,47.94511775240199,31.05488224759801,964.405711412178
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_04,P007,E,100.0,49.62535851011331,50.37464148988669,2537.6045052346135
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_05,P007,A,0.0,25.733844594070977,25.733844594070977,662.2307575917961
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_05,P007,B,72.0,60.54117697042039,11.458823029579612,131.3046252232241
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_05,P007,C,100.0,71.10915981661839,28.890840183381613,834.6806465016977
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_05,P007,D,15.0,47.50562350317671,32.50562350317671,1056.615559330274
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_05,P007,E,50.0,58.788957270918,8.788957270917997,77.24576991002233
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_06,P007,A,100.0,72.14380820889082,27.856191791109183,775.9674211030587
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_06,P007,B,72.0,70.39848312805252,1.6015168719474815,2.564856291132446
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_06,P007,C,62.0,54.53230266147026,7.467697338529739,55.76650353988414
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_06,P007,D,80.0,55.88954663910534,24.11045336089466,581.3139612678766
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P007__heldout__P007__trial_06,P007,E,0.0,35.653193718804566,35.653193718804566,1271.1502223506054
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_01,P008,A,9.0,37.068090331311495,28.068090331311495,787.8176948466619
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_01,P008,B,27.0,24.73761183263959,2.2623881673604096,5.118400219812393
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_01,P008,C,56.0,47.63494116367337,8.365058836326632,69.97420933520627
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_01,P008,D,63.0,41.8906767417695,21.109323258230503,445.60352842047126
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_01,P008,E,18.0,34.63226679583561,16.632266795835612,276.63229876785584
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_02,P008,A,66.0,44.79705799844278,21.20294200155722,449.5647495213992
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_02,P008,B,26.0,32.72749374889338,6.72749374889338,45.2591721413995
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_02,P008,C,35.0,42.14600868585437,7.146008685854369,51.06544013830609
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_02,P008,D,51.0,49.56873188672721,1.4312681132727931,2.048528412071461
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_02,P008,E,4.0,38.798350864791736,34.798350864791736,1210.9252229091517
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_03,P008,A,71.0,57.97240821268574,13.027591787314257,169.7181477768979
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_03,P008,B,31.0,46.82262645264126,15.82262645264126,250.35550785982292
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_03,P008,C,8.0,35.724113670454486,27.724113670454486,768.6264788122813
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_03,P008,D,48.0,52.45503356831024,4.455033568310242,19.847324094771086
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_03,P008,E,17.0,45.09433672717661,28.09433672717661,789.2917561399846
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_04,P008,A,48.0,51.031633481062016,3.0316334810620162,9.190801563496198
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_04,P008,B,16.0,41.85112176975328,25.851121769753277,668.2804967546118
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_04,P008,C,63.0,54.19527325035745,8.804726749642548,77.52321313587102
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_04,P008,D,77.0,58.098615862165126,18.901384137834874,357.2623223259958
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_04,P008,E,25.0,47.57171763181176,22.571717631811758,509.4824368502418
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_05,P008,A,90.0,42.39828558388259,47.60171441611741,2265.9232153536
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_05,P008,B,33.0,37.5706485415695,4.570648541569497,20.89082809055137
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_05,P008,C,45.0,54.81757673748668,9.817576737486682,96.38481299643965
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_05,P008,D,66.0,46.61195840858546,19.38804159141454,375.8961567504201
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_05,P008,E,22.0,50.71432750511567,28.71432750511567,824.5126040710422
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_06,P008,A,93.0,37.21754364884978,55.78245635115022,3111.68243656798
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_06,P008,B,26.0,46.6245184981412,20.6245184981412,425.37076328016855
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_06,P008,C,38.0,52.24229723436854,14.242297234368543,202.84303051210185
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_06,P008,D,49.0,40.27328788569388,8.726712114306117,76.15550432597715
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P008__heldout__P008__trial_06,P008,E,73.0,28.10377808463165,44.89622191536835,2015.6707422740014
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_01,P009,A,100.0,68.49567139923423,31.504328600765774,992.5227205850283
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_01,P009,B,0.0,31.582159929375777,31.582159929375777,997.4328258046689
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_01,P009,C,26.0,53.307735958975314,27.307735958975314,745.7124432051135
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_01,P009,D,76.0,66.48078545977226,9.519214540227736,90.61544546288314
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_01,P009,E,52.0,51.05150583125711,0.94849416874289,0.899641188139266
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_02,P009,A,18.0,42.05136159343021,24.051361593430208,578.4679944979297
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_02,P009,B,45.0,66.8687420859032,21.868742085903193,478.24188041975356
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_02,P009,C,72.0,55.058663823384514,16.941336176615486,287.00887144910064
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_02,P009,D,98.0,52.59697208966009,45.40302791033991,2061.434943427105
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_02,P009,E,0.0,20.177550938813948,20.177550938813948,407.13356188843164
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_03,P009,A,27.0,62.04506183012547,35.04506183012547,1228.156358677317
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_03,P009,B,45.0,63.47687606537044,18.47687606537044,341.39494913505905
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_03,P009,C,68.0,49.00342829067196,18.996571709328038,360.86973670764235
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_03,P009,D,88.0,73.98722308734239,14.012776912657614,196.35791680391026
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_03,P009,E,8.0,27.83617438018637,19.83617438018637,393.47381404116214
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_04,P009,A,91.0,77.38702370006664,13.612976299933365,185.31312374254748
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_04,P009,B,70.0,75.51279629101694,5.51279629101694,30.390922946250132
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_04,P009,C,25.0,60.50809941040565,35.50809941040565,1260.8251237392499
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_04,P009,D,4.0,40.42426195547726,36.42426195547726,1326.7268590012284
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_04,P009,E,47.0,61.90099214747379,14.900992147473787,222.03956697907546
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_05,P009,A,51.0,58.83922570262826,7.839225702628262,61.45345961674757
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_05,P009,B,24.0,38.80575532383843,14.805755323838433,219.2103907093701
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_05,P009,C,96.0,73.73710770073049,22.26289229926951,495.6363735288736
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_05,P009,D,76.0,59.87013442489008,16.129865575109918,260.172563471116
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_05,P009,E,98.0,76.15784722012502,21.84215277987498,477.0796380594003
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_06,P009,A,52.0,61.24970441084909,9.249704410849091,85.55703168808112
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_06,P009,B,97.0,58.34564800599676,38.65435199400324,1494.1589280763023
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_06,P009,C,62.0,46.94855556688491,15.051444433115087,226.54597952315115
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_06,P009,D,73.0,24.332200916122588,48.66779908387741,2368.554667668659
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P009__heldout__P009__trial_06,P009,E,89.0,71.80431651158715,17.195683488412854,295.69153063367446
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_01,P010,A,87.0,68.18118548316868,18.818814516831324,354.14777981890137
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_01,P010,B,93.0,56.46475568140384,36.53524431859616,1334.8240774195133
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_01,P010,C,77.0,74.25093647078116,2.7490635292188443,7.557350287681168
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_01,P010,D,100.0,65.61163098178588,34.38836901821412,1182.5599237328688
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_01,P010,E,68.0,80.34549243710867,12.345492437108675,152.4111835147075
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_02,P010,A,89.0,84.13358559679813,4.866414403201873,23.681989143690636
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_02,P010,B,76.0,80.13238194740876,4.13238194740876,17.076580559269814
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_02,P010,C,100.0,72.23395774941923,27.766042250580767,770.9531022610363
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_02,P010,D,63.0,76.74513458975815,13.745134589758152,188.928724890566
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_02,P010,E,51.0,67.52457788523535,16.524577885235345,273.06167428520905
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_03,P010,A,90.0,90.1533904959438,0.15339049594379617,0.02352864424588375
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_03,P010,B,82.0,73.1112182758495,8.888781724150505,79.01044053959203
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_03,P010,C,100.0,78.48718024554185,21.51281975445815,462.8014137878048
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_03,P010,D,74.0,86.18469618317194,12.184696183171937,148.46682107620478
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_03,P010,E,67.0,82.94773203214616,15.947732032146163,254.3301569691408
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_04,P010,A,91.0,66.73367626213486,24.266323737865136,588.854467750877
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_04,P010,B,64.0,84.71367543817992,20.71367543817992,429.05635015825806
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_04,P010,C,44.0,77.05101512401589,33.05101512401589,1092.369600727927
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_04,P010,D,100.0,78.20125251540986,21.798747484590137,475.18539189692484
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_04,P010,E,72.0,90.29061071938838,18.290610719388383,334.54644048820523
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_05,P010,A,100.0,76.34298571117832,23.657014288821685,559.6543250615134
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_05,P010,B,62.0,90.9306791838382,28.930679183838194,836.9841980381686
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_05,P010,C,100.0,78.58658973499575,21.413410265004245,458.5341391773892
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_05,P010,D,82.0,67.07520747752838,14.92479252247162,222.74943183882476
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_05,P010,E,89.0,84.44316412485783,4.55683587514217,20.764753192982706
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_06,P010,A,100.0,72.23674643868104,27.76325356131896,770.79824831009
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_06,P010,B,100.0,78.19503999452911,21.80496000547089,475.45628084018506
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_06,P010,C,100.0,89.48232341659639,10.517676583403613,110.6215207130767
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_06,P010,D,100.0,81.75236305293265,18.24763694706735,332.9762541519774
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P010__heldout__P010__trial_06,P010,E,100.0,85.31826140173804,14.681738598261958,215.55344826769502
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_01,P011,A,0.0,50.8160354825352,50.8160354825352,2582.2694621622763
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_01,P011,B,97.0,60.83172025001164,36.16827974998836,1308.1444600734178
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_01,P011,C,90.0,74.02884044823246,15.971159551767542,255.0779374280156
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_01,P011,D,72.0,63.407906012919454,8.592093987080546,73.82407908282566
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_01,P011,E,21.0,28.14146179215045,7.1414617921504515,51.00047652874474
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_02,P011,A,69.0,61.99795013047694,7.002049869523063,49.02870237528794
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_02,P011,B,80.0,76.05637408570183,3.943625914298167,15.552185351924052
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_02,P011,C,100.0,78.04048067945988,21.959519320540124,482.220488789175
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_02,P011,D,0.0,41.40999866217353,41.40999866217353,1714.7879892012133
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_02,P011,E,18.0,61.3857848700065,43.3857848700065,1882.3263287864852
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_03,P011,A,100.0,47.35568924145663,52.64431075854337,2771.4234552420853
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_03,P011,B,71.0,49.74448731194957,21.25551268805043,451.79681963187284
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_03,P011,C,79.0,66.44240945405087,12.557590545949125,157.69308031971084
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_03,P011,D,63.0,64.28630620289448,1.2863062028944796,1.6545836476048141
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_03,P011,E,6.0,28.731142802713634,22.731142802713634,516.7048531173599
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_04,P011,A,79.0,50.757623848925725,28.242376151074275,797.6318106587689
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_04,P011,B,0.0,40.72497738647092,40.72497738647092,1658.5237831285676
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_04,P011,C,19.0,17.88210590796527,1.1178940920347316,1.2496872010061568
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_04,P011,D,100.0,63.9013493721438,36.0986506278562,1303.112577152023
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_04,P011,E,61.0,53.40658732052413,7.593412679475868,57.65991612082489
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_05,P011,A,0.0,26.55384388574112,26.55384388574112,705.106625108311
mixed_effects,mixed_effects_primary_acoustic,mixed_effects_primary_acoustic,Mixed-effects primary acoustic,baseline,P011__heldout__P011__trial_05,P011,B,16.0,48.833730109093175,32.833730109093175,1078.0538328767716
